═══════════════════════════════════════════════════════════════
    LOG DE ALERTAS DE SEGURANÇA - Monitor eBPF
    Iniciado em: 2025-12-14 19:38:27
═══════════════════════════════════════════════════════════════

[2025-12-14 19:38:38.882] [PERIGO] [DEADLOCK_POTENCIAL] DEADLOCK POTENCIAL! Threads vão adquirir recursos em ordem diferente - risco de espera circular | Threads: [Thread-A,Thread-B] | Recursos: [R1,R2]
[2025-12-14 19:38:58.744] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19706ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.847] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19809ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:38:58.847] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19810ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:39:09.966] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5025ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.068] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5127ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.169] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5228ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.271] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5330ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.372] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5431ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.474] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5533ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.575] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5634ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.677] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5736ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.777] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5836ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.879] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5938ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:39:10.980] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 6039ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]

═══════════════════════════════════════════════════════════════
    FIM DO LOG - 2025-12-14 19:39:30
═══════════════════════════════════════════════════════════════
