═══════════════════════════════════════════════════════════════
    LOG DE ALERTAS DE SEGURANÇA - Monitor eBPF
    Iniciado em: 2025-12-14 19:39:40
═══════════════════════════════════════════════════════════════

[2025-12-14 19:40:02.693] [PERIGO] [DEADLOCK_POTENCIAL] DEADLOCK POTENCIAL! Threads vão adquirir recursos em ordem diferente - risco de espera circular | Threads: [Thread-A,Thread-B] | Recursos: [R1,R2]
[2025-12-14 19:40:22.533] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19687ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:40:22.533] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19687ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:40:22.634] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19788ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:40:22.634] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19788ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:40:22.736] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-A está à espera há 19890ms pelo recurso R2 | Threads: [Thread-A] | Recursos: [R2]
[2025-12-14 19:40:22.736] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-B está à espera há 19890ms pelo recurso R1 | Threads: [Thread-B] | Recursos: [R1]
[2025-12-14 19:40:22.741] [CRITICO] [DEADLOCK_CONFIRMADO] DEADLOCK CONFIRMADO! Espera circular detetada entre threads. | Threads: [Thread-A,Thread-B] | Recursos: [R2,R1]
[2025-12-14 19:40:37.954] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5022ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:37.954] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5022ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.055] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5123ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.056] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5124ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.157] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5225ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.158] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5226ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.260] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5328ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.260] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5328ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.362] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5430ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.362] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5430ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.463] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5531ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.473] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5541ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.574] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5642ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.574] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5642ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.676] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5744ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.676] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5744ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.778] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5846ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.779] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5846ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.879] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-1 está à espera há 5947ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-1] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.881] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 5949ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
[2025-12-14 19:40:38.938] [CRITICO] [STARVATION] STARVATION detetada! Thread Thread-Vitima-3 está à espera há 6006ms pelo recurso RecursoCritico | Threads: [Thread-Vitima-3] | Recursos: [RecursoCritico]
